Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
dens_2072543766668464684,298.15,101.325,Liquid,1,C=C(C)[C@H]1CC=C(C)CC1,Solvent,1.0,,,,,,,,0.8386800000000002,,10.1021/je1011339
dhmix_2073221746044178865,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.7,,O=C1CCCC1,Solvent,0.3,,-0.02292,,,,10.1021/je034223r
dens_2080512699591576696,298.15,101.325,Liquid,1,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,1.0,,,,,,,,0.9406700000000002,,10.1016/j.jct.2015.04.034
dhmix_2082719856827715525,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2316,,CNc1ccccc1,Solvent,0.7684,,-0.5,,,,10.1021/je200333p
dens_2082904246943387785,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7,,CCCO,Solvent,0.3,,,,0.7046500000000001,,10.1016/j.fluid.2012.06.031
dens_2083647399813856863,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5,,COC=O,Solvent,0.5,,,,0.90817,,10.1016/j.jct.2015.02.019
dens_2083964349886956708,298.15,101.325,Liquid,1,OC1=NCCC1,Solvent,1.0,,,,,,,,0.9942800000000002,,10.1007/s10765-010-0717-9
dens_2084884200020865153,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.5022,,ClCCCCCl,Solvent,0.4978,,,,1.0524000000000004,,10.1021/je700339f
dens_2088399418634129338,298.15,101.0,Liquid,2,CCCCC,Solvent,0.5118,,CCCOC=O,Solvent,0.4882,,,,0.7417500000000001,,10.1016/j.fluid.2013.11.026
dens_2089625200514767837,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.4993,,CN1CCCC1=O,Solvent,0.5007,,,,0.9389000000000002,,10.1021/je7003758
dhmix_2090645014617792088,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7804,,CCN(CC)CC,Solvent,0.2196,,0.216,,,,10.1016/j.fluid.2013.07.037
dens_2095073771142021675,298.15,101.325,Liquid,2,CCOC=O,Solvent,0.5246,,ClCCCl,Solvent,0.4754,,,,1.06852,,10.1016/j.jct.2005.03.020
dhmix_2095849460846933749,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2052,,O,Solvent,0.7948,,-2.587,,,,10.1016/j.jct.2007.03.010
dhmix_2100821480508943662,303.0,101.0,Liquid,2,CCC(C)=O,Solvent,0.486,,CCCCO,Solvent,0.514,,1.467,,,,10.1016/j.jct.2007.06.009
dens_2101076093650667254,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2461,,Cc1cccnc1,Solvent,0.7539,,,,0.9348570000000002,,10.1016/j.tca.2011.02.002
dhmix_2104877778255660541,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7926,,O,Solvent,0.2074,,-1.753,,,,10.1016/j.jct.2015.06.006
dens_2109944004270776627,298.14,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.2571,,O,Solvent,0.7429,,,,1.0522550000000004,,10.1021/je030120x
dhmix_2110036905458432527,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,0.09128,,,,10.1021/je025649t
dhmix_2113867665443382260,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.5057,,OC1=NCCC1,Solvent,0.4943,,0.4323,,,,10.1021/je801006q
dhmix_2113943792220077934,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.203,,CN1CCCC1=O,Solvent,0.797,,0.319,,,,10.1016/j.jct.2008.01.024
dens_2114087819315397674,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2239,,c1ccccc1,Solvent,0.7761,,,,0.8761000000000002,,10.1021/je5004719
dhmix_2115887311157424439,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4425,,Cc1ccccc1C,Solvent,0.5575,,-0.0342,,,,10.1016/j.jct.2010.07.016
dens_2116122074208412816,298.15,101.0,Liquid,2,C1COCO1,Solvent,0.5169,,Cc1ccccc1Cl,Solvent,0.4831,,,,1.0694000000000004,,10.1021/je400722h
dens_2116538688699898630,298.15,101.0,Liquid,2,CCCCC,Solvent,0.748,,CCOC=O,Solvent,0.252,,,,0.6707000000000002,,10.1016/j.fluid.2013.11.026
dens_2120180841946941904,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.7037,,ClCCCl,Solvent,0.2963,,,,1.0851000000000002,,10.1021/je7003758
dens_2122087913625588650,298.15,101.0,Liquid,2,CCCCO,Solvent,0.5004,,OC1=NCCC1,Solvent,0.4996,,,,0.94503,,10.1021/je801006q
dens_2122243202487460038,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.07,,O,Solvent,0.93,,,,1.0222800000000003,,10.1021/je060032n
dens_2129145241027462575,298.15,101.0,Liquid,2,CNC=O,Solvent,0.2756,,Cc1ccccc1N,Solvent,0.7244,,,,0.9991050000000002,,10.1016/j.tca.2011.06.020
dens_2130734827464543484,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4986,,Cc1ccccc1N,Solvent,0.5014,,,,0.9459860000000002,,10.1016/j.tca.2011.06.020
dens_2132389260498116100,298.15,101.0,Liquid,2,C1COCO1,Solvent,0.7266,,Cc1ccccc1Cl,Solvent,0.2734,,,,1.0652000000000004,,10.1021/je400722h
dens_2136384551401056300,298.15,100.0,Liquid,2,CNC=O,Solvent,0.2395,,Cc1ccccc1Cl,Solvent,0.7605,,,,1.0661000000000005,,10.1016/j.jct.2013.12.006
dhmix_2136975631528409767,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.6991,,Nc1ccccc1,Solvent,0.3009,,-1.076,,,,10.1021/je200333p
dens_2138846902708998793,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7729,,Cc1ccccc1C,Solvent,0.2271,,,,0.8787800000000002,,10.1021/je5004719
dens_2139916485431809739,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.4499,,CCCCNCCCC,Solvent,0.5501,,,,0.7778490000000002,,10.1016/j.jct.2011.05.003
dens_2140255080270683255,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5041,,O,Solvent,0.4959,,,,0.9688100000000002,,10.1021/je060457+
dens_2140704271703603122,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.7526,,CCOC(C)=O,Solvent,0.2474,,,,0.8732900000000001,,10.1016/j.jct.2012.03.011
dens_2141366968945153787,298.15,101.325,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,0.9828500000000002,,10.1016/j.fluid.2015.04.031
dens_2147961966649785964,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.2034,,ClCCCCCl,Solvent,0.7966,,,,1.1142000000000003,,10.1021/je7003758
dhmix_2150748700976341390,298.15,101.0,Liquid,2,COC=O,Solvent,0.7322,,ClCCCl,Solvent,0.2678,,0.0733,,,,10.1016/j.jct.2006.10.008
dens_2151624238307438579,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4996,,c1ccccc1,Solvent,0.5004,,,,0.8136000000000002,,10.1021/je900468u
dhmix_2151915164800249159,298.15,101.0,Liquid,2,NCCCO,Solvent,0.4989,,O,Solvent,0.5011,,-2.462,,,,10.1016/j.jct.2007.03.010
dens_2159189189323382129,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.509,,O=C1CCCC1,Solvent,0.491,,,,0.9954700000000004,,10.1021/je034223r
dens_2164285648994087302,298.15,101.325,Liquid,1,c1cc[nH]c1,Solvent,1.0,,,,,,,,0.9659000000000002,,10.1021/je8006265
dens_2164931079383730458,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2498,,CCCCCCCC,Solvent,0.7502,,,,0.7110900000000002,,10.1016/j.jct.2005.02.006
dhmix_2167194839965893775,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2047,,CNc1ccccc1,Solvent,0.7953,,0.972,,,,10.1016/j.jct.2012.07.006
dens_2172653738121595660,298.15,101.325,Liquid,1,CC(=O)C(C)C,Solvent,1.0,,,,,,,,0.7995500000000001,,10.1016/j.fluid.2013.01.020
dhmix_2172958016973998782,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7274,,CCCCCl,Solvent,0.2726,,-0.0732,,,,10.1016/j.fluid.2011.06.001
dens_2173816379303461257,291.15,101.0,Liquid,2,CCCCC,Solvent,0.181,,CCCOC=O,Solvent,0.819,,,,0.8484000000000002,,10.1016/j.fluid.2013.11.026
dens_2175030237883472037,298.15,101.0,Liquid,2,O,Solvent,0.74401,,OCC(O)CO,Solvent,0.25599,,,,1.1613400000000005,,10.1016/j.tca.2013.07.012
dens_2175678963728280102,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.8207,,c1ccccc1,Solvent,0.1793,,,,0.9503300000000002,,10.1021/je100526j
dhmix_2176066044762351314,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCC1,Solvent,0.5,,0.07457,,,,10.1021/je034037l
dhmix_2179790497557155121,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.2754,,,,10.1021/je034223r
dhmix_2183305499985786903,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7931,,CO,Solvent,0.2069,,0.812,,,,10.1016/j.jct.2015.02.019
dens_2184890539598897414,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7537,,COC(C)=O,Solvent,0.2463,,,,1.8774400000000004,,10.1016/j.jct.2006.05.004
dhmix_2185600772306866523,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7066,,CNc1ccccc1,Solvent,0.2934,,1.521,,,,10.1016/j.jct.2012.07.006
dhmix_2187225469842371438,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2462,,Cc1ccccc1Cl,Solvent,0.7538,,0.206,,,,10.1021/je400722h
dhmix_2190321904514017195,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.5004,,CCCO,Solvent,0.4996,,0.533,,,,10.1016/j.jct.2016.10.005
dens_2197722676869071446,298.0,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2012,,CCOC(C)=O,Solvent,0.7988,,,,0.8889000000000001,,10.1021/je400036b
dens_2201574132947526682,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2636,,OCCCc1ccccc1,Solvent,0.7364,,,,0.9885500000000002,,10.1021/je050085p
dens_2206669234010960082,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.5004,,CO,Solvent,0.4996,,,,0.9962350000000002,,10.1021/je100100n
dens_2206807458575029649,298.15,100.0,Liquid,2,CO,Solvent,0.5054,,COC=O,Solvent,0.4946,,,,0.8956100000000002,,10.1016/j.jct.2015.02.019
dhmix_2207737661467473238,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7827,,Cc1ccncc1,Solvent,0.2173,,-0.8885,,,,10.1016/j.jct.2010.12.028
dens_2209251330117172412,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7463,,CNc1ccccc1,Solvent,0.2537,,,,0.8582020000000002,,10.1021/je100472t
dhmix_2209280081119708188,298.15,101.0,Liquid,2,CCCCC,Solvent,0.5095,,CCCOC=O,Solvent,0.4905,,1.099,,,,10.1016/j.fluid.2013.11.026
dhmix_2211603834254498747,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7294,,CCCOC=O,Solvent,0.2706,,0.96,,,,10.1016/j.fluid.2013.11.026
dens_2211849055678299517,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5002,,CCCCO,Solvent,0.4998,,,,0.8027400000000002,,10.1021/je5007604
dens_2217768278673417111,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.2027,,CCCO,Solvent,0.7973,,,,0.7942000000000002,,10.1016/j.jct.2005.06.011
dhmix_2218724720386252581,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.5094,,ClCCCl,Solvent,0.4906,,-0.2501,,,,10.1016/j.jct.2006.10.008
dens_2219707647619104462,298.15,101.0,Liquid,2,COC=O,Solvent,0.7384,,ClCCCCl,Solvent,0.2616,,,,1.03754,,10.1016/j.jct.2006.10.008
dens_2219735864754655748,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.3041,,OCCc1ccccc1,Solvent,0.6959,,,,0.9909900000000004,,10.1021/je050085p
dens_2223028644598966995,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7604,,CCN(CC)CC,Solvent,0.2396,,,,0.7738830000000002,,10.1016/j.tca.2010.09.004
dhmix_2223332691853851893,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.54,,CCCCCO,Solvent,0.46,,0.858,,,,10.1016/j.fluid.2010.03.001
dhmix_2230461167144905400,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.4666,,c1ccccc1,Solvent,0.5334,,-0.0057,,,,10.1021/je7002447
dens_2230687761687181475,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2524,,c1ccccc1,Solvent,0.7476,,,,0.9163300000000004,,10.1016/j.jct.2006.06.005
dens_2238737208081810522,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,,,1.0256,,10.1021/je400722h
dhmix_2243364046911235061,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.701,,ClCCCCCl,Solvent,0.299,,-0.052,,,,10.1016/j.jct.2007.06.017
dens_2246336632481162544,293.15,100.0,Liquid,2,C=CCCCC,Solvent,0.1001,,CCCCO,Solvent,0.8999,,,,0.7924000000000002,,10.1021/je301301j
dhmix_2247563856032630788,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.7021,,CCCCBr,Solvent,0.2979,,0.891,,,,10.1021/je020110g
dens_2250468875937953939,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5411,,COC(C)=O,Solvent,0.4589,,,,0.7495700000000002,,10.1021/acs.jced.5b00813
dhmix_2260728148719750675,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2736,,Cc1ccccn1,Solvent,0.7264,,-1.2462,,,,10.1016/j.jct.2010.12.028
dens_2263640688366807152,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.7023,,ClCCCCCCCl,Solvent,0.2977,,,,1.0416,,10.1021/je7003758
dhmix_2264841772170737358,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.2,,O=C1CCCC1,Solvent,0.8,,-0.00853,,,,10.1021/je034223r
dhmix_2266873264910911503,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.2743,,Cc1ccccc1Cl,Solvent,0.7257,,0.373,,,,10.1016/j.jct.2013.12.006
dhmix_2267472200773073062,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.7994,,CCOC(C)(C)CC,Solvent,0.2006,,0.448,,,,10.1021/je300670n
dens_2270126225660880208,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6997,,C1COCCO1,Solvent,0.3003,,,,0.8305800000000002,,10.1016/j.jct.2005.09.004
dens_2273732818793170080,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2655,,Cc1ccncc1,Solvent,0.7345,,,,0.9662520000000002,,10.1016/j.jct.2010.12.028
dens_2275396739332179814,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7682,,O=C1CCCCC1,Solvent,0.2318,,,,1.0030000000000003,,10.1021/acs.jced.6b00606
dhmix_2275458711026793682,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.702,,ClCCCl,Solvent,0.298,,-0.706,,,,10.1016/j.jct.2007.06.017
dhmix_2276994932538643978,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.4107,,Nc1ccccc1,Solvent,0.5893,,-1.165,,,,10.1021/je200333p
dhmix_2277621656103946761,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.787,,CN1CCCC1=O,Solvent,0.213,,0.081,,,,10.1016/j.jct.2008.01.024
dhmix_2284240499165965129,298.15,101.0,Liquid,2,CCOC(C)(C)C,Solvent,0.2489,,Cc1ccccc1,Solvent,0.7511,,-0.0324,,,,10.1016/j.jct.2008.12.004
dens_2284917555336128749,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.2452,,O,Solvent,0.7548,,,,0.9038110000000004,,10.1016/j.fluid.2010.05.001
dens_2285510608531549737,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.7511,,OC1=NCCC1,Solvent,0.2489,,,,0.8505700000000003,,10.1021/je801006q
dens_2286252423257081417,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7008,,CCCCO,Solvent,0.2992,,,,0.8015550000000001,,10.1021/je5007604
dens_2286642316974038157,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7279,,Cc1ccccc1N,Solvent,0.2721,,,,0.91866,,10.1016/j.tca.2011.06.020
dens_2291142934741731228,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.7554,,c1ccncc1,Solvent,0.2446,,,,0.9676900000000004,,10.1016/j.fluid.2013.10.029
dhmix_2293009853272225890,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7413,,Cc1ccccc1,Solvent,0.2587,,-0.1629,,,,10.1016/j.jct.2010.07.016
dhmix_2296247588041573790,308.15,100.0,Liquid,2,CNC=O,Solvent,0.5147,,Cc1ccccc1Cl,Solvent,0.4853,,0.49,,,,10.1016/j.jct.2013.12.006
dhmix_2300466287518219540,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.492,,CCN(CC)CC,Solvent,0.508,,0.419,,,,10.1016/j.fluid.2013.07.037
dens_2300805279023278846,298.15,101.325,Liquid,1,OCCN1CCOCC1,Solvent,1.0,,,,,,,,1.0713,,10.1016/j.jct.2007.11.010
dhmix_2301934659451511115,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.7747,,CC(C)OC(C)C,Solvent,0.2253,,0.0035,,,,10.1016/j.fluid.2011.06.001
dhmix_2302049217001053595,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7398,,OCc1ccccc1,Solvent,0.2602,,1.0539,,,,10.1021/je050085p
